timestamp,regime,receiver,provider,email_number,subject,smtp_status,delivery_status,response_time
2025-11-23T11:32:20Z,dmarc-none,aglishlabs_msc@yahoo.com,yahoo,3,Legitymate Test - dmarc-none - yahoo - 20251123T1131_dmarc-none,221,ACCEPTED,0.86
2025-11-23T11:32:23Z,dmarc-none,aglishlabs_msc@yahoo.com,yahoo,4,Legitymate Test - dmarc-none - yahoo - 20251123T1131_dmarc-none,221,ACCEPTED,0.98
2025-11-23T11:32:26Z,dmarc-none,aglishlabs_msc@yahoo.com,yahoo,5,Legitymate Test - dmarc-none - yahoo - 20251123T1131_dmarc-none,221,ACCEPTED,0.91
2025-11-23T11:32:29Z,dmarc-none,aglishlabs_msc@yahoo.com,yahoo,6,Legitymate Test - dmarc-none - yahoo - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:32:32Z,dmarc-none,aglishlabs_msc@yahoo.com,yahoo,7,Legitymate Test - dmarc-none - yahoo - 20251123T1131_dmarc-none,221,ACCEPTED,0.83
2025-11-23T11:32:35Z,dmarc-none,aglishlabs_msc@yahoo.com,yahoo,8,Legitymate Test - dmarc-none - yahoo - 20251123T1131_dmarc-none,221,ACCEPTED,0.85
2025-11-23T11:32:38Z,dmarc-none,aglishlabs_msc@yahoo.com,yahoo,9,Legitymate Test - dmarc-none - yahoo - 20251123T1131_dmarc-none,221,ACCEPTED,0.76
2025-11-23T11:32:40Z,dmarc-none,aglishlabs_msc@yahoo.com,yahoo,10,Legitymate Test - dmarc-none - yahoo - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:32:43Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,1,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.79
2025-11-23T11:32:46Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,2,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.82
2025-11-23T11:32:49Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,3,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:32:52Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,4,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:32:55Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,5,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.83
2025-11-23T11:32:57Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,6,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:33:00Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,7,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:33:03Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,8,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:33:06Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,9,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.85
2025-11-23T11:33:09Z,dmarc-none,aglishlabs_msc@hotmail.com,hotmail,10,Legitymate Test - dmarc-none - hotmail - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:33:12Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,1,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.85
2025-11-23T11:33:15Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,2,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.9
2025-11-23T11:33:17Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,3,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.83
2025-11-23T11:33:20Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,4,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:33:23Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,5,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.82
2025-11-23T11:33:26Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,6,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.76
2025-11-23T11:33:29Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,7,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.76
2025-11-23T11:33:31Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,8,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.79
2025-11-23T11:33:34Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,9,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:33:37Z,dmarc-none,aglishlabs_msc@mail.ru,mailru,10,Legitymate Test - dmarc-none - mailru - 20251123T1131_dmarc-none,221,ACCEPTED,0.9
2025-11-23T11:33:40Z,dmarc-none,aglishlabs_msc@proton.me,proton,1,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.89
2025-11-23T11:33:43Z,dmarc-none,aglishlabs_msc@proton.me,proton,2,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,1.06
2025-11-23T11:33:46Z,dmarc-none,aglishlabs_msc@proton.me,proton,3,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.78
2025-11-23T11:33:49Z,dmarc-none,aglishlabs_msc@proton.me,proton,4,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.91
2025-11-23T11:33:52Z,dmarc-none,aglishlabs_msc@proton.me,proton,5,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:33:55Z,dmarc-none,aglishlabs_msc@proton.me,proton,6,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.89
2025-11-23T11:33:57Z,dmarc-none,aglishlabs_msc@proton.me,proton,7,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.78
2025-11-23T11:34:00Z,dmarc-none,aglishlabs_msc@proton.me,proton,8,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:34:03Z,dmarc-none,aglishlabs_msc@proton.me,proton,9,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.86
2025-11-23T11:34:06Z,dmarc-none,aglishlabs_msc@proton.me,proton,10,Legitymate Test - dmarc-none - proton - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:34:37Z,dmarc-none,msc@dmarclabs.eu,blacknight,1,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.86
2025-11-23T11:34:40Z,dmarc-none,msc@dmarclabs.eu,blacknight,2,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.78
2025-11-23T11:34:43Z,dmarc-none,msc@dmarclabs.eu,blacknight,3,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:34:46Z,dmarc-none,msc@dmarclabs.eu,blacknight,4,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:34:49Z,dmarc-none,msc@dmarclabs.eu,blacknight,5,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.81
2025-11-23T11:34:51Z,dmarc-none,msc@dmarclabs.eu,blacknight,6,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.78
2025-11-23T11:34:54Z,dmarc-none,msc@dmarclabs.eu,blacknight,7,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:34:57Z,dmarc-none,msc@dmarclabs.eu,blacknight,8,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.83
2025-11-23T11:35:00Z,dmarc-none,msc@dmarclabs.eu,blacknight,9,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:35:03Z,dmarc-none,msc@dmarclabs.eu,blacknight,10,Legitymate Test - dmarc-none - blacknight - 20251123T1131_dmarc-none,221,ACCEPTED,0.99
2025-11-23T11:35:06Z,dmarc-none,msc@dmarclabs.org,25mail,1,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:35:08Z,dmarc-none,msc@dmarclabs.org,25mail,2,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.76
2025-11-23T11:35:11Z,dmarc-none,msc@dmarclabs.org,25mail,3,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.86
2025-11-23T11:35:14Z,dmarc-none,msc@dmarclabs.org,25mail,4,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:35:17Z,dmarc-none,msc@dmarclabs.org,25mail,5,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.9
2025-11-23T11:35:20Z,dmarc-none,msc@dmarclabs.org,25mail,6,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.77
2025-11-23T11:35:23Z,dmarc-none,msc@dmarclabs.org,25mail,7,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.85
2025-11-23T11:35:26Z,dmarc-none,msc@dmarclabs.org,25mail,8,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.84
2025-11-23T11:35:28Z,dmarc-none,msc@dmarclabs.org,25mail,9,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.76
2025-11-23T11:35:31Z,dmarc-none,msc@dmarclabs.org,25mail,10,Legitymate Test - dmarc-none - 25mail - 20251123T1131_dmarc-none,221,ACCEPTED,0.9
